TIRF Data File: Project 1320; Run 116
ET	V	N	SA	IA	RL	RE	P	FX	FY	FZ	MX	MZ	NFX	NFY	RST	TSTI	TSTC	TSTO	AMBTMP	SR	SL
sec	kph	rpm	deg	deg	cm	cm	kPa	N	N	N	N-m	N-m	none	none	deg C	deg C	deg C	deg C	deg F	none	SAE
630.499	40.22	342.31	-5.979	2.007	24.111	31.002	54.77	-2557.17	1409.00	-1136.94	-20.33	29.63	2.25	-1.24	35.85	64.23	91.03	97.33	80.29	-0.222	-0.187
630.519	40.21	341.69	-5.978	2.002	24.110	31.051	54.77	-2588.09	1432.68	-1160.04	-22.41	25.80	2.23	-1.24	35.87	64.35	91.12	97.39	80.27	-0.224	-0.189
630.539	40.20	341.14	-5.984	2.016	24.115	31.094	54.70	-2587.52	1441.47	-1183.63	-25.54	21.94	2.19	-1.22	35.87	64.51	91.22	97.45	80.30	-0.224	-0.190
630.559	40.19	340.75	-5.981	2.016	24.115	31.122	54.77	-2577.74	1437.36	-1202.64	-19.89	19.08	2.14	-1.20	35.91	64.63	91.29	97.49	80.26	-0.225	-0.191
630.579	40.19	340.40	-5.975	2.019	24.122	31.158	54.77	-2518.60	1412.50	-1201.65	-9.75	28.06	2.10	-1.18	35.92	64.79	91.39	97.59	80.30	-0.226	-0.191
630.599	40.20	339.73	-5.972	2.020	24.127	31.223	54.63	-2456.69	1369.45	-1177.23	-5.77	41.41	2.09	-1.16	35.71	64.90	91.42	97.66	80.27	-0.227	-0.193
630.619	40.20	338.79	-5.981	2.016	24.134	31.309	54.63	-2418.25	1318.07	-1135.25	-12.38	46.75	2.13	-1.16	35.98	65.08	91.53	97.71	80.29	-0.229	-0.195
630.639	40.24	337.50	-5.978	2.013	24.135	31.458	54.56	-2414.95	1277.16	-1116.09	-20.14	47.57	2.16	-1.14	35.96	65.22	91.59	97.76	80.29	-0.233	-0.199
630.659	40.28	336.14	-5.978	2.022	24.135	31.623	54.43	-2452.16	1264.05	-1120.20	-22.65	39.93	2.19	-1.13	35.94	65.36	91.67	97.81	80.28	-0.237	-0.203
630.679	40.30	334.73	-5.982	2.012	24.137	31.770	54.50	-2505.68	1260.31	-1143.86	-20.17	29.79	2.19	-1.10	35.89	65.50	91.78	97.88	80.30	-0.240	-0.207
630.699	40.29	333.79	-5.976	2.019	24.137	31.852	54.43	-2535.58	1262.61	-1172.13	-20.17	31.17	2.16	-1.08	36.00	65.69	91.86	97.92	80.27	-0.242	-0.209
630.719	40.28	332.97	-5.981	2.010	24.141	31.923	54.43	-2550.61	1275.84	-1193.32	-22.86	29.63	2.14	-1.07	36.04	65.87	91.96	98.01	80.30	-0.244	-0.211
630.739	40.27	332.70	-5.973	2.009	24.148	31.939	54.29	-2556.38	1296.33	-1202.53	-18.13	22.46	2.13	-1.08	36.10	66.07	92.07	98.07	80.27	-0.244	-0.211
630.759	40.27	332.54	-5.978	2.018	24.155	31.957	54.43	-2523.50	1295.73	-1201.64	-5.60	26.25	2.10	-1.08	35.85	66.29	92.18	98.16	80.30	-0.244	-0.212
630.779	40.28	332.42	-5.979	2.020	24.157	31.972	54.50	-2477.52	1267.22	-1176.61	-1.45	38.64	2.11	-1.08	36.14	66.53	92.27	98.23	80.28	-0.244	-0.212
630.799	40.29	332.23	-5.978	2.022	24.162	32.002	54.36	-2437.35	1229.46	-1132.33	-10.31	46.75	2.15	-1.09	36.20	66.76	92.37	98.27	80.29	-0.245	-0.213
630.819	40.30	331.88	-5.982	2.015	24.166	32.039	54.36	-2430.36	1210.98	-1101.71	-20.34	45.04	2.21	-1.10	36.20	66.99	92.46	98.33	80.29	-0.246	-0.214
630.839	40.29	331.25	-5.975	2.015	24.166	32.097	54.23	-2480.68	1211.93	-1106.31	-20.59	34.99	2.24	-1.10	36.28	67.21	92.55	98.42	80.27	-0.247	-0.215
630.859	40.27	330.70	-5.978	2.016	24.166	32.131	54.29	-2531.05	1217.60	-1126.38	-18.13	29.23	2.25	-1.08	36.28	67.39	92.62	98.49	80.30	-0.248	-0.216
630.879	40.26	330.39	-5.981	2.013	24.166	32.154	54.36	-2557.07	1224.69	-1152.83	-22.35	27.42	2.22	-1.06	36.42	67.58	92.71	98.50	80.26	-0.248	-0.217
630.899	40.25	330.16	-5.976	2.022	24.166	32.169	54.36	-2559.10	1237.86	-1179.82	-24.06	21.83	2.17	-1.05	36.38	67.74	92.81	98.62	80.30	-0.249	-0.217
630.919	40.25	330.08	-5.982	2.010	24.173	32.177	54.23	-2534.18	1249.15	-1199.76	-16.79	22.23	2.11	-1.04	36.32	67.88	92.92	98.69	80.27	-0.249	-0.217
630.939	40.25	329.96	-5.979	2.020	24.176	32.188	54.36	-2504.09	1243.43	-1194.01	-8.94	27.77	2.10	-1.04	36.42	68.12	93.00	98.76	80.29	-0.249	-0.217
630.959	40.24	329.73	-5.976	2.019	24.183	32.204	54.36	-2471.07	1221.96	-1169.53	-3.37	35.47	2.11	-1.04	36.44	68.29	93.12	98.84	80.28	-0.249	-0.218
630.979	40.23	329.26	-5.973	2.016	24.183	32.239	54.43	-2429.93	1184.50	-1130.52	-9.71	44.31	2.15	-1.05	36.36	68.50	93.15	98.89	80.28	-0.250	-0.219
630.999	40.21	328.63	-5.973	2.016	24.185	32.285	54.23	-2423.13	1157.14	-1106.02	-19.67	44.15	2.19	-1.05	36.42	68.67	93.20	98.94	80.30	-0.251	-0.220
631.019	40.20	327.81	-5.976	2.013	24.186	32.358	54.29	-2473.53	1160.52	-1100.96	-22.38	32.61	2.25	-1.05	36.42	68.82	93.30	99.01	80.26	-0.253	-0.221
631.039	40.20	326.99	-5.976	2.020	24.188	32.443	54.36	-2520.55	1170.41	-1123.79	-17.01	25.85	2.24	-1.04	36.46	69.01	93.36	99.07	80.31	-0.254	-0.224
631.059	40.22	326.52	-5.973	2.018	24.189	32.501	54.43	-2549.18	1180.53	-1153.56	-15.78	26.18	2.21	-1.02	36.49	69.16	93.47	99.14	80.26	-0.256	-0.225
631.079	40.20	326.33	-5.976	2.016	24.189	32.509	54.29	-2579.22	1200.63	-1176.49	-20.33	22.92	2.19	-1.02	36.55	69.30	93.53	99.20	80.30	-0.256	-0.225
631.099	40.21	326.44	-5.978	2.018	24.191	32.501	54.36	-2588.85	1230.23	-1191.20	-17.07	16.80	2.17	-1.03	36.38	69.42	93.61	99.29	80.27	-0.256	-0.225
631.119	40.22	326.91	-5.979	2.016	24.195	32.466	54.43	-2557.28	1236.62	-1190.82	-7.43	18.07	2.15	-1.04	36.55	69.64	93.67	99.33	80.28	-0.255	-0.224
631.139	40.25	327.30	-5.978	2.016	24.201	32.450	54.29	-2505.28	1222.18	-1171.35	-1.94	32.84	2.14	-1.04	36.65	69.77	93.74	99.37	80.29	-0.254	-0.224
631.159	40.29	327.54	-5.979	2.018	24.201	32.460	54.36	-2457.69	1200.41	-1127.61	-7.98	44.05	2.18	-1.06	36.61	69.95	93.78	99.47	80.27	-0.254	-0.224
631.179	40.29	327.54	-5.978	2.018	24.205	32.457	54.36	-2436.47	1169.28	-1095.34	-18.45	42.51	2.22	-1.07	36.69	70.05	93.82	99.50	80.30	-0.254	-0.224
631.199	40.27	327.34	-5.976	2.010	24.206	32.461	54.43	-2452.44	1149.34	-1097.31	-21.63	36.75	2.23	-1.05	36.81	70.17	93.86	99.53	80.26	-0.254	-0.224
631.219	40.28	326.91	-5.975	2.015	24.205	32.515	54.29	-2494.96	1158.87	-1110.05	-18.48	28.87	2.25	-1.04	36.89	70.22	93.94	99.60	80.30	-0.256	-0.225
631.239	40.30	326.64	-5.979	2.012	24.208	32.557	54.23	-2530.07	1172.41	-1138.20	-16.67	22.77	2.22	-1.03	36.91	70.27	94.02	99.65	80.27	-0.256	-0.226
631.259	40.33	326.52	-5.976	2.019	24.204	32.595	54.29	-2563.67	1189.24	-1168.58	-19.20	21.84	2.19	-1.02	36.95	70.31	94.10	99.71	80.29	-0.257	-0.227
631.279	40.35	326.91	-5.975	2.018	24.207	32.568	54.29	-2587.98	1216.93	-1186.80	-17.54	18.74	2.18	-1.03	37.04	70.41	94.19	99.79	80.29	-0.257	-0.224
631.299	40.32	327.38	-5.975	2.012	24.210	32.499	54.36	-2573.26	1238.86	-1193.03	-7.59	17.72	2.16	-1.04	37.04	70.46	94.26	99.87	80.27	-0.255	-0.222
631.319	40.29	328.12	-5.979	2.015	24.209	32.402	54.36	-2548.72	1241.04	-1172.69	-1.25	26.05	2.17	-1.06	37.08	70.52	94.32	99.91	80.30	-0.253	-0.220
631.339	40.27	328.79	-5.976	2.012	24.216	32.322	54.36	-2514.83	1236.78	-1130.55	-4.10	34.65	2.22	-1.09	37.12	70.59	94.34	99.97	80.26	-0.251	-0.218
631.359	40.25	329.30	-5.982	2.018	24.214	32.257	54.29	-2473.01	1224.14	-1095.59	-13.84	38.22	2.26	-1.12	37.12	70.65	94.37	100.01	80.30	-0.249	-0.217
631.379	40.26	329.65	-5.975	2.016	24.217	32.230	54.29	-2474.57	1208.42	-1086.45	-22.10	33.55	2.28	-1.11	37.12	70.65	94.41	100.05	80.26	-0.249	-0.216
631.399	40.27	329.80	-5.968	2.013	24.219	32.223	54.23	-2489.99	1195.27	-1104.23	-20.64	24.69	2.25	-1.08	37.12	70.63	94.45	100.13	80.30	-0.248	-0.216
631.419	40.28	329.84	-5.978	2.022	24.215	32.222	54.43	-2487.18	1197.71	-1137.79	-17.55	26.43	2.19	-1.05	37.12	70.65	94.51	100.13	80.28	-0.249	-0.216
631.439	40.27	329.80	-5.978	2.019	24.216	32.222	54.36	-2491.71	1215.76	-1160.89	-19.50	25.59	2.15	-1.05	37.01	70.60	94.56	100.18	80.29	-0.248	-0.216
631.459	40.25	330.00	-5.981	2.012	24.220	32.188	54.29	-2500.46	1228.45	-1184.65	-17.15	17.98	2.11	-1.04	36.91	70.57	94.62	100.23	80.29	-0.248	-0.215
631.479	40.25	330.31	-5.979	2.012	24.216	32.154	54.36	-2475.36	1230.30	-1193.83	-8.35	22.13	2.07	-1.03	37.20	70.63	94.68	100.29	80.27	-0.247	-0.214
631.499	40.25	330.82	-5.981	2.015	24.221	32.101	54.36	-2440.19	1227.19	-1180.62	-0.58	33.06	2.07	-1.04	37.12	70.66	94.73	100.31	80.31	-0.245	-0.213
631.519	40.23	331.09	-5.981	2.015	24.221	32.059	54.36	-2410.18	1213.37	-1125.31	-7.89	40.48	2.14	-1.08	37.22	70.66	94.73	100.36	80.27	-0.245	-0.212
631.539	40.23	331.56	-5.979	2.015	24.225	32.018	54.23	-2374.70	1198.65	-1086.80	-16.96	44.66	2.19	-1.10	37.22	70.65	94.74	100.36	80.30	-0.243	-0.211
631.559	40.25	331.95	-5.978	2.013	24.225	31.995	54.23	-2376.08	1195.57	-1080.64	-21.58	39.45	2.20	-1.11	37.30	70.60	94.76	100.40	80.27	-0.243	-0.210
631.579	40.26	332.31	-5.973	2.020	24.222	31.969	54.29	-2412.01	1198.78	-1095.42	-22.07	29.53	2.20	-1.09	37.34	70.62	94.81	100.40	80.29	-0.242	-0.210
631.599	40.30	332.77	-5.981	2.015	24.225	31.953	54.23	-2439.39	1214.59	-1127.41	-18.88	26.34	2.16	-1.08	37.36	70.59	94.82	100.43	80.29	-0.242	-0.209
631.619	40.31	333.48	-5.979	2.012	24.220	31.897	54.29	-2452.71	1245.84	-1151.26	-20.51	25.58	2.13	-1.08	37.38	70.55	94.87	100.47	80.27	-0.241	-0.208
631.639	40.30	334.53	-5.978	2.018	24.220	31.789	54.36	-2451.88	1279.51	-1168.18	-20.21	23.04	2.10	-1.10	37.16	70.50	94.93	100.49	80.30	-0.238	-0.205
631.659	40.28	335.75	-5.982	2.013	24.225	31.659	54.36	-2438.33	1303.66	-1179.13	-10.12	22.37	2.07	-1.11	37.44	70.52	94.93	100.47	80.27	-0.235	-0.202
631.679	40.27	337.11	-5.976	2.020	24.220	31.520	54.43	-2420.54	1314.34	-1164.17	-0.73	27.73	2.08	-1.13	37.50	70.46	94.93	100.50	80.30	-0.232	-0.198
631.699	40.27	338.40	-5.975	2.013	24.221	31.400	54.36	-2373.02	1310.55	-1115.31	-5.13	40.59	2.13	-1.18	37.52	70.38	94.97	100.50	80.26	-0.229	-0.195
631.719	40.27	339.54	-5.981	2.012	24.224	31.299	54.23	-2325.68	1298.84	-1067.72	-19.79	45.22	2.18	-1.22	37.54	70.34	94.95	100.52	80.30	-0.226	-0.193
631.739	40.27	340.40	-5.984	2.013	24.225	31.219	54.29	-2320.70	1290.86	-1063.51	-26.66	36.12	2.18	-1.21	37.77	70.24	94.93	100.50	80.27	-0.224	-0.191
631.759	40.27	340.98	-5.979	2.019	24.216	31.166	54.29	-2333.71	1291.93	-1094.35	-21.84	31.86	2.13	-1.18	37.58	70.11	94.95	100.50	80.29	-0.223	-0.189
631.779	40.27	341.29	-5.981	2.010	24.220	31.137	54.29	-2357.77	1308.57	-1129.76	-18.86	29.54	2.09	-1.16	37.52	70.00	94.93	100.50	80.29	-0.222	-0.188
631.799	40.26	341.69	-5.984	2.013	24.215	31.091	54.23	-2383.37	1324.39	-1152.28	-24.56	22.93	2.07	-1.15	37.54	69.96	94.97	100.50	80.27	-0.221	-0.187
631.819	40.25	342.35	-5.976	2.013	24.217	31.020	54.29	-2375.68	1349.87	-1168.85	-22.29	22.25	2.03	-1.15	37.58	69.90	94.98	100.53	80.29	-0.219	-0.185
631.839	40.22	343.05	-5.973	2.013	24.219	30.939	54.16	-2363.63	1384.96	-1175.03	-9.01	25.02	2.01	-1.18	37.63	69.84	95.01	100.52	80.27	-0.217	-0.183
631.859	40.21	343.99	-5.978	2.015	24.213	30.847	54.36	-2346.36	1390.44	-1148.78	-2.72	31.79	2.04	-1.21	37.63	69.77	94.98	100.53	80.29	-0.215	-0.181
631.879	40.21	344.85	-5.972	2.016	24.213	30.767	54.29	-2299.95	1367.10	-1101.47	-11.54	42.12	2.09	-1.24	37.67	69.71	94.98	100.47	80.27	-0.213	-0.179
631.899	40.20	345.71	-5.979	2.018	24.212	30.683	54.36	-2282.75	1362.10	-1065.52	-23.06	43.00	2.14	-1.28	37.65	69.62	94.98	100.46	80.29	-0.211	-0.176
631.919	40.19	346.41	-5.976	2.023	24.211	30.617	54.36	-2313.12	1387.68	-1067.49	-25.21	33.10	2.17	-1.30	37.63	69.48	94.95	100.46	80.28	-0.209	-0.175
631.939	40.18	347.08	-5.981	2.012	24.206	30.544	54.29	-2325.35	1405.79	-1102.62	-18.50	26.92	2.11	-1.27	37.52	69.42	94.95	100.42	80.28	-0.208	-0.173
631.959	40.16	347.82	-5.979	2.013	24.204	30.465	54.23	-2334.31	1414.47	-1136.52	-20.31	27.02	2.05	-1.24	37.71	69.29	94.95	100.42	80.29	-0.206	-0.171
631.979	40.14	348.72	-5.979	2.018	24.203	30.372	54.43	-2348.51	1448.53	-1147.93	-27.35	24.53	2.05	-1.26	37.71	69.19	94.93	100.42	80.27	-0.203	-0.168
631.999	40.13	349.78	-5.982	2.013	24.204	30.273	54.43	-2335.51	1499.65	-1160.58	-19.06	18.85	2.01	-1.29	37.75	69.05	94.90	100.42	80.30	-0.201	-0.165
632.019	40.13	350.99	-5.981	2.015	24.203	30.172	54.36	-2285.30	1508.83	-1161.49	-6.99	24.31	1.97	-1.30	37.83	68.94	94.89	100.40	80.26	-0.198	-0.163
632.039	40.14	352.00	-5.979	2.016	24.195	30.092	54.36	-2234.83	1487.46	-1126.32	-8.83	39.22	1.98	-1.32	37.89	68.82	94.87	100.37	80.30	-0.196	-0.160
632.059	40.17	352.86	-5.979	2.009	24.203	30.040	54.36	-2205.89	1472.32	-1073.97	-21.04	43.40	2.05	-1.37	37.95	68.62	94.78	100.33	80.28	-0.194	-0.159
632.079	40.19	353.49	-5.976	2.019	24.192	30.004	54.29	-2218.42	1481.19	-1057.13	-26.41	38.65	2.10	-1.40	37.91	68.48	94.74	100.31	80.29	-0.194	-0.158
632.099	40.21	353.96	-5.976	2.015	24.193	29.975	54.43	-2267.77	1504.57	-1085.01	-20.83	32.00	2.09	-1.39	38.01	68.34	94.73	100.27	80.28	-0.193	-0.157
632.119	40.22	354.54	-5.982	2.018	24.183	29.932	54.29	-2307.27	1519.12	-1109.32	-25.85	23.99	2.08	-1.37	38.13	68.12	94.71	100.23	80.26	-0.192	-0.156
632.139	40.21	355.44	-5.984	2.015	24.182	29.853	54.36	-2315.25	1558.56	-1133.15	-30.97	21.34	2.04	-1.38	38.13	67.93	94.68	100.17	80.29	-0.190	-0.154
632.159	40.18	356.46	-5.978	2.016	24.177	29.747	54.36	-2306.05	1627.51	-1145.10	-25.70	20.95	2.01	-1.42	38.20	67.72	94.65	100.14	80.25	-0.187	-0.151
632.179	40.16	357.63	-5.982	2.015	24.176	29.632	54.36	-2267.57	1656.27	-1152.22	-15.63	18.14	1.97	-1.44	38.24	67.53	94.62	100.11	80.29	-0.184	-0.147
632.199	40.17	358.65	-5.981	2.013	24.176	29.555	54.36	-2213.32	1631.74	-1140.77	-9.26	27.69	1.94	-1.43	38.18	67.33	94.60	100.07	80.25	-0.182	-0.145
632.219	40.18	359.43	-5.981	2.013	24.178	29.501	54.36	-2167.69	1609.29	-1095.10	-13.68	40.46	1.98	-1.47	38.13	67.11	94.52	100.02	80.27	-0.180	-0.143
632.239	40.20	360.05	-5.976	2.019	24.171	29.464	54.36	-2151.85	1600.30	-1063.63	-22.34	40.28	2.02	-1.50	38.22	66.88	94.48	99.95	80.25	-0.180	-0.142
632.259	40.21	360.29	-5.981	2.012	24.167	29.448	54.29	-2158.55	1588.35	-1077.24	-24.73	35.36	2.00	-1.47	38.16	66.61	94.41	99.91	80.25	-0.179	-0.142
632.279	40.19	360.48	-5.978	2.019	24.161	29.422	54.36	-2175.78	1573.41	-1109.70	-26.00	32.62	1.96	-1.42	38.11	66.36	94.34	99.87	80.26	-0.179	-0.141
632.299	40.18	360.84	-5.976	2.012	24.157	29.387	54.36	-2201.13	1598.38	-1131.55	-30.56	27.99	1.95	-1.41	38.11	66.16	94.34	99.84	80.23	-0.178	-0.140
632.319	40.18	361.38	-5.975	2.009	24.154	29.339	54.29	-2196.64	1649.98	-1143.66	-30.23	24.17	1.92	-1.44	38.13	66.00	94.32	99.81	80.26	-0.177	-0.139
632.339	40.18	362.09	-5.982	2.019	24.151	29.281	54.43	-2175.31	1673.90	-1154.84	-21.25	22.61	1.88	-1.45	38.01	65.82	94.26	99.78	80.22	-0.175	-0.137
632.359	40.19	363.02	-5.979	2.013	24.153	29.216	54.29	-2146.88	1660.14	-1150.68	-13.67	29.94	1.87	-1.44	38.03	65.66	94.22	99.75	80.25	-0.173	-0.135
632.379	40.21	363.77	-5.978	2.012	24.151	29.170	54.29	-2097.57	1650.18	-1105.47	-17.50	42.91	1.90	-1.49	38.01	65.50	94.15	99.65	80.23	-0.172	-0.134
632.399	40.19	364.63	-5.979	2.012	24.151	29.084	54.36	-2076.31	1654.16	-1065.61	-24.84	44.41	1.95	-1.55	38.03	65.36	94.11	99.59	80.23	-0.170	-0.131
632.419	40.18	365.29	-5.979	2.013	24.145	29.025	54.36	-2096.62	1659.91	-1072.61	-26.28	37.41	1.95	-1.55	38.03	65.17	94.07	99.56	80.24	-0.168	-0.129
632.439	40.18	365.88	-5.979	2.010	24.137	28.978	54.36	-2117.92	1659.33	-1096.84	-29.38	31.87	1.93	-1.51	38.05	64.98	94.04	99.50	80.22	-0.167	-0.128
632.459	40.16	366.62	-5.984	2.012	24.135	28.906	54.36	-2134.90	1687.76	-1122.34	-32.58	26.60	1.90	-1.50	38.11	64.82	93.99	99.43	80.24	-0.165	-0.126
632.479	40.15	367.40	-5.981	2.012	24.133	28.838	54.36	-2126.89	1744.97	-1137.66	-31.98	24.80	1.87	-1.53	38.15	64.64	93.97	99.39	80.21	-0.163	-0.124
632.499	40.16	368.34	-5.979	2.015	24.127	28.771	54.43	-2107.04	1785.52	-1148.99	-25.66	22.85	1.83	-1.55	38.15	64.49	93.97	99.37	80.25	-0.161	-0.122
632.519	40.18	369.32	-5.979	2.018	24.128	28.708	54.23	-2081.04	1786.30	-1147.12	-15.77	24.46	1.81	-1.56	38.28	64.30	93.91	99.31	80.21	-0.160	-0.120
632.539	40.20	370.29	-5.975	2.018	24.126	28.646	54.36	-2038.56	1775.46	-1113.42	-13.98	36.08	1.83	-1.59	38.22	64.11	93.86	99.26	80.24	-0.158	-0.118
632.559	40.24	370.96	-5.979	2.013	24.123	28.624	54.29	-1992.15	1773.78	-1070.08	-22.65	44.16	1.86	-1.66	38.16	63.92	93.80	99.24	80.22	-0.157	-0.117
632.579	40.25	371.54	-5.982	2.016	24.115	28.589	54.23	-1994.13	1761.95	-1073.61	-27.82	38.02	1.86	-1.64	38.09	63.72	93.74	99.18	80.22	-0.157	-0.116
632.599	40.24	371.74	-5.979	2.019	24.112	28.564	54.29	-2011.47	1739.40	-1105.15	-30.50	32.68	1.82	-1.57	38.07	63.51	93.66	99.13	80.25	-0.156	-0.115
632.619	40.25	372.13	-5.979	2.018	24.108	28.537	54.36	-2027.69	1759.56	-1129.88	-33.37	28.71	1.79	-1.56	38.07	63.32	93.63	99.02	80.22	-0.155	-0.115
632.639	40.24	372.60	-5.982	2.012	24.104	28.495	54.29	-2031.34	1814.66	-1142.21	-33.86	20.90	1.78	-1.59	38.28	63.15	93.58	99.00	80.25	-0.154	-0.113
632.659	40.24	373.19	-5.976	2.016	24.105	28.450	54.50	-2003.17	1844.41	-1162.04	-26.36	19.07	1.72	-1.59	38.09	62.97	93.55	98.94	80.22	-0.153	-0.112
632.679	40.25	373.85	-5.975	2.018	24.104	28.410	54.63	-1974.52	1841.74	-1160.93	-17.90	24.82	1.70	-1.59	38.03	62.83	93.47	98.88	80.25	-0.152	-0.111
632.699	40.24	374.48	-5.979	2.018	24.104	28.352	54.77	-1947.97	1836.98	-1122.40	-17.24	33.54	1.74	-1.64	38.22	62.70	93.41	98.84	80.24	-0.150	-0.109
632.719	40.23	375.22	-5.976	2.015	24.099	28.290	54.77	-1923.30	1840.78	-1075.34	-24.39	39.46	1.79	-1.71	38.18	62.54	93.34	98.74	80.25	-0.148	-0.107
632.739	40.22	375.77	-5.981	2.012	24.100	28.242	54.90	-1934.44	1846.70	-1068.08	-29.69	36.01	1.81	-1.73	38.15	62.37	93.26	98.74	80.25	-0.147	-0.105
632.759	40.22	376.27	-5.978	2.018	24.097	28.204	54.90	-1951.36	1846.49	-1104.90	-28.89	27.78	1.77	-1.67	38.07	62.24	93.23	98.62	80.24	-0.146	-0.104
632.779	40.20	376.94	-5.975	2.020	24.092	28.141	54.90	-1941.53	1856.21	-1132.93	-33.58	24.93	1.71	-1.64	38.05	62.08	93.15	98.55	80.26	-0.144	-0.102
632.799	40.18	377.60	-5.982	2.015	24.089	28.075	54.97	-1929.80	1907.65	-1141.85	-36.36	21.51	1.69	-1.67	38.09	61.95	93.12	98.52	80.23	-0.142	-0.100
632.819	40.17	378.34	-5.978	2.015	24.093	28.017	54.97	-1910.43	1953.17	-1153.74	-26.73	16.36	1.66	-1.69	38.16	61.80	93.09	98.49	80.28	-0.140	-0.098
632.839	40.18	379.09	-5.976	2.018	24.091	27.968	55.10	-1867.02	1946.96	-1151.10	-16.72	19.35	1.62	-1.69	38.15	61.63	93.01	98.43	80.24	-0.139	-0.096
632.859	40.19	379.75	-5.976	2.016	24.091	27.926	55.17	-1821.93	1924.22	-1115.40	-18.67	31.46	1.63	-1.73	38.36	61.45	92.95	98.36	80.27	-0.137	-0.095
632.879	40.18	380.42	-5.979	2.013	24.090	27.867	55.31	-1803.05	1923.88	-1070.07	-28.50	37.05	1.68	-1.80	38.36	61.32	92.93	98.31	80.25	-0.136	-0.093
632.899	40.16	380.92	-5.981	2.016	24.083	27.817	55.31	-1812.36	1931.47	-1071.59	-29.95	30.66	1.69	-1.80	38.32	61.16	92.85	98.24	80.26	-0.134	-0.092
632.919	40.16	381.63	-5.987	2.013	24.080	27.766	55.24	-1833.93	1933.36	-1105.27	-29.58	24.69	1.66	-1.75	38.38	61.00	92.81	98.17	80.28	-0.133	-0.090
632.939	40.15	382.06	-5.979	2.016	24.075	27.732	55.37	-1842.09	1958.94	-1130.80	-34.43	18.62	1.63	-1.73	38.38	60.84	92.78	98.14	80.25	-0.132	-0.089
632.959	40.14	382.84	-5.971	2.013	24.074	27.669	55.31	-1823.26	2018.84	-1144.17	-34.03	11.76	1.59	-1.76	38.42	60.68	92.74	98.11	80.29	-0.130	-0.087
632.979	40.16	383.66	-5.979	2.009	24.071	27.619	55.31	-1778.59	2064.03	-1147.18	-26.41	12.59	1.55	-1.80	38.60	60.52	92.68	98.05	80.25	-0.128	-0.085
632.999	40.18	384.44	-5.975	2.013	24.074	27.576	55.37	-1736.45	2059.58	-1136.68	-18.30	17.08	1.53	-1.81	38.22	60.39	92.67	98.00	80.29	-0.127	-0.084
633.019	40.21	385.18	-5.975	2.018	24.069	27.545	55.37	-1701.68	2032.67	-1102.21	-20.46	25.31	1.54	-1.84	38.40	60.23	92.59	97.92	80.26	-0.126	-0.083
633.039	40.25	385.77	-5.984	2.009	24.069	27.528	55.44	-1687.31	2032.05	-1064.47	-27.49	33.44	1.59	-1.91	38.38	60.07	92.51	97.87	80.28	-0.126	-0.082
633.059	40.26	386.24	-5.984	2.010	24.063	27.504	55.57	-1702.41	2038.99	-1066.99	-30.27	26.76	1.60	-1.91	38.34	59.89	92.49	97.79	80.28	-0.125	-0.081
633.079	40.29	386.86	-5.978	2.015	24.056	27.482	55.64	-1704.92	2019.41	-1106.82	-32.54	19.75	1.54	-1.82	38.22	59.74	92.43	97.74	80.26	-0.125	-0.081
633.099	40.30	387.37	-5.975	2.015	24.052	27.453	55.57	-1680.17	2026.97	-1134.02	-39.57	18.59	1.48	-1.79	38.40	59.58	92.40	97.66	80.29	-0.124	-0.080
633.119	40.28	388.04	-5.979	2.019	24.047	27.390	55.64	-1658.01	2072.92	-1145.18	-36.86	9.74	1.45	-1.81	38.26	59.42	92.35	97.62	80.25	-0.122	-0.077
633.139	40.26	388.62	-5.979	2.015	24.050	27.339	55.64	-1625.10	2098.96	-1150.37	-24.12	7.24	1.41	-1.82	38.20	59.32	92.33	97.58	80.30	-0.120	-0.076
633.159	40.26	389.21	-5.981	2.013	24.048	27.295	55.64	-1579.26	2079.80	-1133.27	-18.00	20.52	1.39	-1.84	38.22	59.19	92.27	97.53	80.26	-0.119	-0.074
633.179	40.26	389.80	-5.978	2.016	24.050	27.257	55.78	-1563.29	2058.87	-1091.95	-23.76	28.15	1.43	-1.89	38.13	59.07	92.16	97.46	80.29	-0.118	-0.073
633.199	40.27	390.42	-5.982	2.015	24.046	27.216	55.78	-1562.55	2071.80	-1067.84	-29.09	27.78	1.46	-1.94	38.03	58.93	92.08	97.40	80.27	-0.116	-0.072
633.219	40.27	391.12	-5.976	2.016	24.038	27.167	55.71	-1551.76	2088.73	-1080.90	-30.68	23.18	1.44	-1.93	37.89	58.78	92.04	97.33	80.27	-0.115	-0.070
633.239	40.24	391.91	-5.985	2.013	24.035	27.091	55.71	-1544.46	2091.77	-1114.60	-35.87	13.55	1.39	-1.88	38.24	58.71	91.97	97.29	80.29	-0.113	-0.067
633.259	40.21	392.57	-5.976	2.015	24.032	27.027	55.78	-1507.79	2115.32	-1143.75	-39.81	9.68	1.32	-1.85	37.91	58.52	91.94	97.26	80.25	-0.111	-0.065
633.279	40.19	393.27	-5.984	2.009	24.034	26.965	55.91	-1456.95	2162.59	-1150.11	-35.41	5.79	1.27	-1.88	37.95	58.41	91.88	97.21	80.30	-0.109	-0.063
633.299	40.18	394.13	-5.984	2.012	24.033	26.900	55.78	-1425.20	2184.10	-1146.42	-23.16	3.74	1.24	-1.91	37.93	58.31	91.83	97.14	80.26	-0.107	-0.061
